sku,name,warehouse,stock,reorder,cost
SKU-AP-56860,Cotton T-Shirt - 34x32,Mumbai Hub,1034,276,$84.83
PANTS-40786,Socks - Small (S),Mumbai Hub,8423,673,$127.95
SHOE-38713,Running Sneakers - Small (S),South Fulfillment Center,9966,191,$149.37
SKU-AP-50292,Hoodie - 34x32,Delhi Distribution,1644,261,$124.97
TSHIRT-51554,Slim Fit Jeans - Large (L),Surat Central Warehouse,7235,779,$76.80
JCKT-30753,Slim Fit Jeans - US 9,South Fulfillment Center,3016,364,$61.82
JCKT-55944,Athletic Shorts - 34x32,South Fulfillment Center,8623,229,$109.58
SHOE-63391,Polo Shirt - Large (L),Regional Depot North,140,115,$42.37
SKU-AP-10745,Puffer Jacket - Extra Large (XL),Mumbai Hub,3983,931,$12.78
JCKT-60777,Slim Fit Jeans - 32x32,Regional Depot North,8001,50,$48.42
TSHIRT-80509,Polo Shirt - 34x32,Mumbai Hub,2815,133,$113.92
SKU-AP-42272,Cotton T-Shirt - Extra Large (XL),South Fulfillment Center,2969,331,$69.72
SKU-AP-24023,Athletic Shorts - One Size,Mumbai Hub,8482,345,$122.66
SKU-AP-57350,Slim Fit Jeans - 34x32,Mumbai Hub,489,116,$8.45
JCKT-76119,Polo Shirt - US 9,Delhi Distribution,6631,211,$118.82
SKU-AP-59284,Slim Fit Jeans - US 11,Regional Depot North,1740,955,$105.89
TSHIRT-41010,Puffer Jacket - Small (S),South Fulfillment Center,7126,558,$93.58
SHOE-83301,Beanie Hat - US 9,Mumbai Hub,1435,568,$87.48
PANTS-9738,Beanie Hat - Large (L),Surat Central Warehouse,1452,740,$59.95
JCKT-92129,Puffer Jacket - US 9,Delhi Distribution,8460,769,$131.18
JCKT-38400,Athletic Shorts - US 10,Regional Depot North,4351,883,$88.99
TSHIRT-28041,Sweater - US 10,Regional Depot North,9408,416,$103.47
SHOE-36578,Sweater - Extra Large (XL),Delhi Distribution,7462,318,$52.04
PANTS-15949,Running Sneakers - Medium (M),Regional Depot North,1540,199,$52.05
PANTS-10654,Sweater - Small (S),Surat Central Warehouse,3490,247,$19.69
PANTS-6103,Running Sneakers - Extra Large (XL),Mumbai Hub,2677,476,$85.65
JCKT-33141,Cotton T-Shirt - Small (S),Delhi Distribution,778,609,$130.23
PANTS-68039,Beanie Hat - Small (S),Mumbai Hub,567,861,$140.08
SKU-AP-60521,Beanie Hat - US 11,Regional Depot North,3501,752,$63.15
JCKT-31813,Cotton T-Shirt - US 10,Mumbai Hub,6031,239,$29.95
JCKT-35350,Cotton T-Shirt - US 11,Surat Central Warehouse,5447,481,$72.07
PANTS-67234,Socks - Medium (M),Surat Central Warehouse,7634,257,$31.60
PANTS-77540,Sweater - Large (L),Regional Depot North,5602,579,$56.29
TSHIRT-39699,Running Sneakers - Extra Large (XL),Delhi Distribution,8707,364,$127.81
PANTS-7124,Slim Fit Jeans - Large (L),Regional Depot North,2235,919,$131.72
SHOE-16191,Polo Shirt - US 10,Regional Depot North,2901,109,$72.10
JCKT-34492,Socks - US 11,Delhi Distribution,8388,760,$23.34
PANTS-56652,Running Sneakers - Small (S),Surat Central Warehouse,7739,138,$144.37
SKU-AP-49848,Athletic Shorts - One Size,Mumbai Hub,5175,304,$54.92
SHOE-14535,Athletic Shorts - 32x32,South Fulfillment Center,7537,426,$38.85
JCKT-35822,Athletic Shorts - US 9,Regional Depot North,5365,486,$51.07
SHOE-80597,Running Sneakers - Extra Large (XL),Delhi Distribution,9341,381,$92.87
SKU-AP-92541,Running Sneakers - US 10,Mumbai Hub,5134,307,$4.27
SHOE-28921,Polo Shirt - 32x32,Mumbai Hub,7995,213,$147.19
PANTS-76617,Sweater - US 10,Delhi Distribution,8602,489,$50.25
TSHIRT-26726,Slim Fit Jeans - US 11,Delhi Distribution,2741,946,$19.21
PANTS-76979,Athletic Shorts - Extra Large (XL),South Fulfillment Center,7672,123,$124.67
TSHIRT-57982,Athletic Shorts - US 11,Surat Central Warehouse,7561,430,$21.38
JCKT-62909,Puffer Jacket - Large (L),Delhi Distribution,7897,112,$117.80
JCKT-11226,Running Sneakers - 32x32,South Fulfillment Center,2802,595,$80.95
SKU-AP-41537,Cotton T-Shirt - US 9,South Fulfillment Center,8232,496,$92.70
PANTS-98208,Athletic Shorts - 32x32,Regional Depot North,7327,685,$78.14
TSHIRT-19877,Sweater - 32x32,Regional Depot North,5072,448,$68.57
JCKT-32556,Slim Fit Jeans - US 9,Regional Depot North,1186,372,$26.89
SHOE-2932,Hoodie - Large (L),Surat Central Warehouse,5520,92,$68.90
PANTS-46365,Hoodie - 34x32,Delhi Distribution,6948,153,$83.25
SKU-AP-82107,Cotton T-Shirt - One Size,Regional Depot North,6626,570,$62.45
SKU-AP-69993,Hoodie - Medium (M),Mumbai Hub,7564,858,$118.40
SKU-AP-84520,Polo Shirt - US 11,Surat Central Warehouse,5202,736,$85.86
JCKT-70215,Puffer Jacket - US 10,Mumbai Hub,710,310,$108.71
PANTS-5863,Athletic Shorts - 32x32,Delhi Distribution,1277,335,$49.69
JCKT-28631,Hoodie - 32x32,Mumbai Hub,2947,454,$85.48
SHOE-60350,Athletic Shorts - 32x32,Mumbai Hub,7745,309,$43.02
SHOE-81431,Slim Fit Jeans - Large (L),Mumbai Hub,7813,535,$60.15
SHOE-17863,Running Sneakers - Medium (M),Mumbai Hub,902,345,$68.74
TSHIRT-33120,Running Sneakers - Large (L),Regional Depot North,534,667,$23.24
SKU-AP-62160,Cotton T-Shirt - Extra Large (XL),South Fulfillment Center,2528,96,$33.63
PANTS-56792,Beanie Hat - US 9,South Fulfillment Center,1447,379,$49.03
SKU-AP-14795,Athletic Shorts - One Size,Mumbai Hub,7204,786,$77.94
JCKT-17204,Hoodie - Medium (M),South Fulfillment Center,1500,946,$17.76
SHOE-96015,Sweater - US 11,Delhi Distribution,5951,331,$142.59
TSHIRT-53139,Puffer Jacket - 34x32,Regional Depot North,4140,943,$131.64
JCKT-30025,Running Sneakers - Small (S),South Fulfillment Center,3923,182,$94.44
SHOE-9644,Puffer Jacket - US 11,Surat Central Warehouse,7822,565,$38.57
SKU-AP-58989,Athletic Shorts - US 11,Delhi Distribution,257,79,$132.86
PANTS-9907,Running Sneakers - One Size,Mumbai Hub,5562,565,$103.83
SHOE-29303,Puffer Jacket - Medium (M),Mumbai Hub,7619,828,$140.27
SHOE-16374,Puffer Jacket - 34x32,Regional Depot North,2889,183,$87.55
SKU-AP-25969,Puffer Jacket - 34x32,Mumbai Hub,5155,725,$76.76
JCKT-40020,Hoodie - US 9,South Fulfillment Center,5320,865,$57.57
JCKT-19653,Polo Shirt - One Size,Regional Depot North,5078,516,$149.02
SHOE-97642,Slim Fit Jeans - Medium (M),Regional Depot North,6757,864,$149.85
JCKT-45393,Sweater - Large (L),Mumbai Hub,9750,224,$100.42
TSHIRT-83051,Beanie Hat - Small (S),Regional Depot North,2806,489,$17.11
JCKT-2833,Sweater - US 11,Mumbai Hub,2497,608,$24.49
JCKT-74080,Cotton T-Shirt - 34x32,Surat Central Warehouse,7445,643,$11.24
JCKT-73757,Slim Fit Jeans - 34x32,Mumbai Hub,5510,431,$39.96
SKU-AP-89919,Slim Fit Jeans - Medium (M),South Fulfillment Center,8980,541,$71.79
SKU-AP-25225,Puffer Jacket - Medium (M),Mumbai Hub,5270,703,$52.77
JCKT-86223,Beanie Hat - One Size,South Fulfillment Center,2856,200,$12.40
PANTS-99854,Athletic Shorts - US 11,Regional Depot North,7554,938,$129.52
SKU-AP-62201,Running Sneakers - US 10,Delhi Distribution,5490,542,$6.97
SKU-AP-93989,Sweater - Medium (M),Surat Central Warehouse,1855,558,$130.52
SHOE-7453,Slim Fit Jeans - US 11,Surat Central Warehouse,4534,267,$36.33
SKU-AP-93068,Puffer Jacket - 32x32,Mumbai Hub,1179,259,$41.16
SKU-AP-41979,Athletic Shorts - 34x32,Surat Central Warehouse,3446,149,$114.84
TSHIRT-11676,Puffer Jacket - US 10,Regional Depot North,4823,184,$10.22
TSHIRT-50972,Athletic Shorts - US 10,South Fulfillment Center,3463,434,$149.88
SKU-AP-88222,Socks - 34x32,Delhi Distribution,7464,535,$144.07
SKU-AP-16327,Sweater - Large (L),Regional Depot North,5374,298,$45.50
TSHIRT-67923,Puffer Jacket - Small (S),Mumbai Hub,6226,285,$90.94
SHOE-48261,Beanie Hat - 34x32,Regional Depot North,6391,253,$64.56
PANTS-88177,Polo Shirt - US 11,South Fulfillment Center,2518,113,$51.93
JCKT-40979,Beanie Hat - One Size,South Fulfillment Center,3536,171,$106.52
JCKT-78994,Athletic Shorts - Extra Large (XL),Mumbai Hub,9181,673,$67.65
TSHIRT-66854,Running Sneakers - 32x32,Regional Depot North,1648,702,$4.80
SKU-AP-4524,Beanie Hat - Medium (M),Mumbai Hub,6632,995,$115.26
TSHIRT-57438,Sweater - Extra Large (XL),South Fulfillment Center,6909,987,$145.85
PANTS-92457,Running Sneakers - US 11,Mumbai Hub,819,586,$81.19
JCKT-18657,Athletic Shorts - Small (S),Regional Depot North,8468,449,$111.74
SHOE-10674,Polo Shirt - One Size,Mumbai Hub,335,225,$27.85
SHOE-96409,Slim Fit Jeans - 34x32,Delhi Distribution,9939,705,$141.18
TSHIRT-7946,Beanie Hat - Small (S),Mumbai Hub,5358,600,$64.37
SKU-AP-32519,Slim Fit Jeans - Medium (M),Surat Central Warehouse,3513,188,$51.11
TSHIRT-50458,Cotton T-Shirt - Small (S),Mumbai Hub,514,956,$45.80
SHOE-32361,Athletic Shorts - US 10,Surat Central Warehouse,1806,453,$87.10
SHOE-74818,Socks - Large (L),Delhi Distribution,7945,597,$117.92
SHOE-98668,Sweater - US 9,Regional Depot North,54,484,$146.73
SHOE-41287,Puffer Jacket - Large (L),South Fulfillment Center,4430,712,$10.50
PANTS-63859,Puffer Jacket - US 10,South Fulfillment Center,4528,150,$31.45
SKU-AP-81345,Hoodie - 32x32,South Fulfillment Center,5686,974,$137.25
JCKT-81553,Running Sneakers - US 11,Delhi Distribution,7604,352,$65.24
TSHIRT-30377,Puffer Jacket - US 9,South Fulfillment Center,2741,135,$62.44
SKU-AP-76243,Hoodie - 32x32,Surat Central Warehouse,5270,978,$89.57
SHOE-77427,Beanie Hat - One Size,Surat Central Warehouse,2980,281,$27.81
JCKT-27520,Beanie Hat - 32x32,Surat Central Warehouse,8544,79,$141.14
SHOE-93529,Beanie Hat - One Size,Delhi Distribution,72,566,$46.31
SHOE-75953,Hoodie - US 11,South Fulfillment Center,270,931,$19.91
PANTS-29618,Beanie Hat - US 9,Regional Depot North,6522,87,$50.06
TSHIRT-7911,Socks - Small (S),Mumbai Hub,1243,416,$39.92
SHOE-44151,Running Sneakers - 32x32,Regional Depot North,3582,272,$106.91
PANTS-41414,Athletic Shorts - Extra Large (XL),Delhi Distribution,3011,662,$44.02
SHOE-60977,Polo Shirt - US 11,Regional Depot North,5732,863,$57.22
PANTS-75561,Polo Shirt - One Size,Mumbai Hub,5796,709,$17.42
TSHIRT-85338,Sweater - Small (S),South Fulfillment Center,3200,242,$123.61
SHOE-70590,Slim Fit Jeans - US 10,Surat Central Warehouse,2673,108,$28.72
SKU-AP-53353,Socks - One Size,Surat Central Warehouse,1329,741,$72.45
SHOE-83961,Athletic Shorts - Extra Large (XL),South Fulfillment Center,3453,105,$72.47
JCKT-51084,Athletic Shorts - US 11,South Fulfillment Center,1297,476,$126.50
SKU-AP-20160,Hoodie - 32x32,Regional Depot North,3363,938,$81.17
TSHIRT-51193,Beanie Hat - 32x32,Mumbai Hub,5883,238,$130.65
SHOE-26471,Sweater - US 11,Mumbai Hub,4584,606,$85.10
SKU-AP-46717,Running Sneakers - 32x32,Surat Central Warehouse,3550,439,$80.15
SKU-AP-25536,Cotton T-Shirt - One Size,Regional Depot North,3027,364,$121.45
SKU-AP-75258,Polo Shirt - One Size,Surat Central Warehouse,6740,445,$13.21
JCKT-86418,Hoodie - Large (L),Delhi Distribution,3240,914,$3.07
PANTS-56614,Socks - 34x32,Regional Depot North,835,663,$116.27
PANTS-23891,Polo Shirt - US 11,Delhi Distribution,9009,168,$137.08
PANTS-40649,Sweater - One Size,Mumbai Hub,8282,513,$35.95
TSHIRT-78917,Hoodie - 32x32,Regional Depot North,1289,785,$98.43
SHOE-13275,Cotton T-Shirt - Large (L),Surat Central Warehouse,3974,829,$136.44
SKU-AP-42727,Socks - Large (L),South Fulfillment Center,9399,52,$2.52
SHOE-42455,Cotton T-Shirt - US 11,Regional Depot North,8434,111,$96.78
JCKT-69738,Sweater - Extra Large (XL),South Fulfillment Center,1683,883,$125.12
SHOE-5701,Running Sneakers - Medium (M),South Fulfillment Center,6954,324,$6.29
TSHIRT-13894,Socks - Extra Large (XL),Mumbai Hub,1633,525,$124.38
SHOE-66903,Polo Shirt - Large (L),South Fulfillment Center,3707,138,$78.59
PANTS-24221,Hoodie - 34x32,Mumbai Hub,373,998,$56.03
TSHIRT-52102,Hoodie - US 10,South Fulfillment Center,7917,151,$90.52
TSHIRT-76463,Cotton T-Shirt - US 11,South Fulfillment Center,4680,562,$2.68
TSHIRT-9229,Socks - US 10,South Fulfillment Center,9443,481,$137.94
PANTS-38017,Slim Fit Jeans - US 11,Surat Central Warehouse,3210,967,$124.41
JCKT-42651,Beanie Hat - Extra Large (XL),Delhi Distribution,3693,394,$47.28
PANTS-6138,Puffer Jacket - Large (L),Delhi Distribution,6415,301,$32.11
JCKT-57149,Polo Shirt - Medium (M),South Fulfillment Center,2523,127,$107.19
TSHIRT-75953,Athletic Shorts - 32x32,South Fulfillment Center,3271,350,$48.43
SHOE-67957,Hoodie - 34x32,Regional Depot North,3140,579,$66.13
JCKT-29675,Sweater - Small (S),Delhi Distribution,4034,545,$88.25
PANTS-96923,Slim Fit Jeans - US 9,South Fulfillment Center,7781,867,$120.29
SKU-AP-69570,Beanie Hat - US 10,South Fulfillment Center,7541,648,$106.40
JCKT-78172,Puffer Jacket - Large (L),Surat Central Warehouse,8085,415,$143.36
SKU-AP-93570,Sweater - 34x32,South Fulfillment Center,4180,387,$20.87
SKU-AP-59244,Sweater - US 9,Delhi Distribution,1862,537,$62.71
SHOE-99046,Socks - US 9,Regional Depot North,1259,62,$143.71
PANTS-4024,Socks - Large (L),Surat Central Warehouse,8854,559,$8.98
SHOE-51829,Cotton T-Shirt - One Size,Regional Depot North,585,199,$43.38
JCKT-84946,Beanie Hat - Medium (M),Surat Central Warehouse,6650,534,$111.17
PANTS-3819,Socks - Large (L),Surat Central Warehouse,7244,273,$30.66
SHOE-82202,Cotton T-Shirt - US 11,Delhi Distribution,9893,882,$40.61
TSHIRT-35798,Slim Fit Jeans - 34x32,Regional Depot North,9020,676,$42.63
JCKT-73467,Running Sneakers - Small (S),Delhi Distribution,8563,590,$63.55
TSHIRT-29322,Polo Shirt - US 10,Regional Depot North,4412,662,$19.35
SHOE-41265,Puffer Jacket - US 11,South Fulfillment Center,8057,588,$135.25
SKU-AP-81083,Slim Fit Jeans - Small (S),Surat Central Warehouse,8817,262,$92.23
TSHIRT-86844,Running Sneakers - Extra Large (XL),South Fulfillment Center,2331,656,$118.92
SKU-AP-71702,Beanie Hat - US 11,South Fulfillment Center,5548,995,$103.75
JCKT-58965,Beanie Hat - US 11,Regional Depot North,5615,943,$142.19
TSHIRT-15310,Puffer Jacket - US 9,Surat Central Warehouse,4786,134,$51.26
TSHIRT-12908,Athletic Shorts - US 9,Mumbai Hub,6828,832,$70.13
PANTS-58686,Hoodie - US 11,Delhi Distribution,4234,839,$13.25
SHOE-47022,Cotton T-Shirt - US 9,Mumbai Hub,5563,103,$89.87
TSHIRT-4636,Puffer Jacket - 34x32,Surat Central Warehouse,7776,369,$77.05
TSHIRT-49263,Slim Fit Jeans - One Size,South Fulfillment Center,9589,667,$23.35
TSHIRT-3529,Running Sneakers - Extra Large (XL),Mumbai Hub,6689,776,$27.95
PANTS-89396,Running Sneakers - Extra Large (XL),Delhi Distribution,2908,148,$88.89
SHOE-5220,Beanie Hat - Medium (M),Delhi Distribution,4417,788,$68.03
PANTS-88036,Running Sneakers - Extra Large (XL),Mumbai Hub,42,562,$135.06
SKU-AP-70939,Sweater - US 11,Regional Depot North,2919,94,$8.48
SHOE-67836,Polo Shirt - Extra Large (XL),Delhi Distribution,5742,84,$99.92
TSHIRT-28084,Socks - 32x32,Mumbai Hub,8561,695,$21.14
PANTS-13727,Socks - US 11,Mumbai Hub,2379,747,$115.32
TSHIRT-95687,Sweater - Small (S),South Fulfillment Center,1641,133,$11.48
SKU-AP-66589,Hoodie - Small (S),Mumbai Hub,9516,755,$8.81
JCKT-46414,Cotton T-Shirt - US 9,Regional Depot North,456,694,$5.93
JCKT-84766,Puffer Jacket - 32x32,Delhi Distribution,1807,597,$3.14
TSHIRT-96651,Athletic Shorts - Extra Large (XL),South Fulfillment Center,8366,627,$17.85
SHOE-53372,Athletic Shorts - Small (S),Regional Depot North,605,901,$90.64
JCKT-34874,Beanie Hat - US 9,Mumbai Hub,1883,421,$113.97
SKU-AP-96939,Running Sneakers - Extra Large (XL),Surat Central Warehouse,4177,629,$115.31
JCKT-11051,Socks - US 11,Delhi Distribution,4938,440,$129.27
SKU-AP-95436,Sweater - US 9,Surat Central Warehouse,3533,320,$103.27
SKU-AP-62995,Slim Fit Jeans - 34x32,Mumbai Hub,8382,544,$66.53
SHOE-93671,Sweater - Medium (M),South Fulfillment Center,2850,919,$69.57
SHOE-63890,Beanie Hat - One Size,Delhi Distribution,1664,780,$88.04
SKU-AP-36155,Slim Fit Jeans - Medium (M),Mumbai Hub,8479,949,$30.74
SKU-AP-11658,Cotton T-Shirt - US 10,South Fulfillment Center,5661,229,$47.31
SKU-AP-54222,Socks - One Size,Regional Depot North,1045,54,$17.21
JCKT-71648,Polo Shirt - Extra Large (XL),South Fulfillment Center,2722,122,$8.58
SKU-AP-18170,Sweater - US 11,Surat Central Warehouse,9228,190,$13.27
PANTS-80497,Socks - One Size,Surat Central Warehouse,818,296,$34.44
JCKT-6187,Puffer Jacket - Medium (M),Regional Depot North,907,522,$45.33
JCKT-32897,Beanie Hat - Large (L),Mumbai Hub,7119,741,$137.48
PANTS-35901,Beanie Hat - Large (L),Regional Depot North,5147,498,$16.16
SKU-AP-56540,Puffer Jacket - Extra Large (XL),Surat Central Warehouse,8470,234,$147.67
SHOE-18668,Cotton T-Shirt - 32x32,Surat Central Warehouse,9744,52,$117.30
TSHIRT-55571,Slim Fit Jeans - US 10,Regional Depot North,7610,373,$141.77
TSHIRT-41659,Hoodie - Large (L),Surat Central Warehouse,1873,469,$55.26
SKU-AP-48892,Athletic Shorts - US 10,Surat Central Warehouse,7598,53,$98.14
JCKT-38049,Hoodie - US 11,Mumbai Hub,200,945,$95.54
JCKT-85948,Puffer Jacket - One Size,Delhi Distribution,6520,738,$64.34
TSHIRT-40483,Sweater - 34x32,South Fulfillment Center,7338,225,$87.04
PANTS-68015,Socks - Medium (M),Delhi Distribution,5755,177,$70.77
SKU-AP-46111,Socks - Small (S),Surat Central Warehouse,7208,356,$68.12
SHOE-14594,Cotton T-Shirt - One Size,Regional Depot North,1089,435,$47.50
JCKT-79268,Polo Shirt - Small (S),Mumbai Hub,2100,632,$89.44
TSHIRT-70478,Sweater - US 9,Surat Central Warehouse,8651,406,$16.53
SHOE-12370,Beanie Hat - US 9,Regional Depot North,3611,462,$82.59
SKU-AP-93582,Beanie Hat - 34x32,South Fulfillment Center,5037,724,$146.27
TSHIRT-78576,Polo Shirt - US 10,Regional Depot North,9940,826,$124.11
TSHIRT-59872,Slim Fit Jeans - 34x32,South Fulfillment Center,2973,950,$21.66
SHOE-41708,Hoodie - Medium (M),Regional Depot North,8526,411,$136.12
TSHIRT-6480,Hoodie - US 9,Delhi Distribution,1482,826,$139.16
SHOE-40141,Socks - US 9,Regional Depot North,194,985,$26.83
TSHIRT-83443,Sweater - US 10,Mumbai Hub,174,670,$14.48
PANTS-94301,Socks - Extra Large (XL),Delhi Distribution,1731,967,$112.13
TSHIRT-59459,Socks - US 9,Surat Central Warehouse,7796,573,$90.17
SKU-AP-5154,Slim Fit Jeans - US 9,South Fulfillment Center,5402,79,$18.39
SKU-AP-7069,Hoodie - Small (S),Surat Central Warehouse,13,439,$40.25
JCKT-24695,Cotton T-Shirt - Large (L),Mumbai Hub,1751,765,$69.27
TSHIRT-89602,Sweater - US 10,Mumbai Hub,3822,438,$135.28
SHOE-58417,Running Sneakers - One Size,South Fulfillment Center,5809,761,$95.12
TSHIRT-48941,Puffer Jacket - US 10,South Fulfillment Center,5704,968,$80.17
JCKT-9034,Sweater - Extra Large (XL),Surat Central Warehouse,5487,963,$48.01
SKU-AP-26971,Slim Fit Jeans - US 9,Surat Central Warehouse,6452,163,$54.82
SKU-AP-14363,Running Sneakers - US 11,Mumbai Hub,6392,587,$61.50
JCKT-84604,Hoodie - US 9,Surat Central Warehouse,7054,888,$91.19
TSHIRT-43476,Hoodie - Medium (M),Mumbai Hub,761,445,$78.37
SHOE-69413,Socks - Small (S),Mumbai Hub,6762,713,$5.53
JCKT-91925,Hoodie - 34x32,South Fulfillment Center,6975,700,$75.73
JCKT-67196,Running Sneakers - Medium (M),Delhi Distribution,7637,909,$31.10
SHOE-31666,Cotton T-Shirt - US 9,Surat Central Warehouse,6197,96,$132.98
SHOE-86749,Socks - 34x32,Regional Depot North,9074,794,$59.97
PANTS-18560,Hoodie - Extra Large (XL),Surat Central Warehouse,9672,310,$124.39
TSHIRT-84242,Beanie Hat - Extra Large (XL),Regional Depot North,3142,718,$59.42
PANTS-41876,Beanie Hat - Large (L),Regional Depot North,6960,286,$2.70
TSHIRT-23466,Athletic Shorts - Large (L),Regional Depot North,4748,897,$53.73
PANTS-9265,Running Sneakers - US 10,South Fulfillment Center,1036,463,$122.77
SHOE-88232,Beanie Hat - 34x32,Mumbai Hub,67,127,$111.09
TSHIRT-49095,Athletic Shorts - Medium (M),Regional Depot North,4829,963,$118.01
SHOE-73620,Polo Shirt - 32x32,South Fulfillment Center,5573,963,$29.16
PANTS-40155,Running Sneakers - Medium (M),Delhi Distribution,4560,937,$6.75
PANTS-47528,Athletic Shorts - Extra Large (XL),Regional Depot North,4162,541,$148.36
SKU-AP-24144,Puffer Jacket - US 11,Surat Central Warehouse,7361,395,$133.82
PANTS-69550,Beanie Hat - US 10,Mumbai Hub,8290,704,$148.41
TSHIRT-13184,Running Sneakers - Large (L),Mumbai Hub,7910,312,$128.87
JCKT-88990,Hoodie - Extra Large (XL),Mumbai Hub,9254,885,$85.08
TSHIRT-14451,Running Sneakers - US 9,Surat Central Warehouse,6470,819,$57.42
TSHIRT-53473,Running Sneakers - 32x32,Mumbai Hub,2946,910,$37.36
TSHIRT-54451,Sweater - Extra Large (XL),Regional Depot North,2592,947,$39.62
PANTS-47686,Beanie Hat - Medium (M),Surat Central Warehouse,4610,529,$28.86
PANTS-34486,Socks - 34x32,Surat Central Warehouse,4158,700,$30.58
PANTS-28958,Athletic Shorts - US 11,South Fulfillment Center,2560,952,$149.29
JCKT-3372,Slim Fit Jeans - Medium (M),South Fulfillment Center,8028,62,$122.51
TSHIRT-12618,Polo Shirt - US 9,Delhi Distribution,6682,235,$41.66
JCKT-59357,Sweater - 34x32,Delhi Distribution,2183,913,$103.63
JCKT-95208,Socks - 32x32,South Fulfillment Center,9594,97,$31.07
SKU-AP-57025,Socks - Small (S),South Fulfillment Center,8173,383,$56.17
SKU-AP-87863,Polo Shirt - US 11,Surat Central Warehouse,4672,299,$115.51
TSHIRT-97847,Sweater - US 11,South Fulfillment Center,1311,533,$19.27
SHOE-59153,Slim Fit Jeans - US 11,Mumbai Hub,9795,741,$51.36
SHOE-68710,Puffer Jacket - US 11,Regional Depot North,2641,267,$18.80
JCKT-34490,Beanie Hat - Extra Large (XL),South Fulfillment Center,4626,537,$127.23
JCKT-1120,Sweater - Extra Large (XL),Delhi Distribution,4998,450,$8.05
SKU-AP-39499,Puffer Jacket - US 10,South Fulfillment Center,5018,359,$144.90
PANTS-43093,Athletic Shorts - US 9,Regional Depot North,4623,168,$29.92
TSHIRT-42764,Slim Fit Jeans - Medium (M),South Fulfillment Center,7397,725,$60.21
SKU-AP-47358,Sweater - US 9,Mumbai Hub,1194,643,$6.53
SHOE-99441,Running Sneakers - Large (L),Surat Central Warehouse,8141,212,$45.11
SHOE-63481,Hoodie - 32x32,Mumbai Hub,3746,267,$101.01
TSHIRT-86892,Cotton T-Shirt - Large (L),Surat Central Warehouse,9107,187,$9.35
JCKT-53364,Slim Fit Jeans - 34x32,Regional Depot North,9071,160,$132.03
JCKT-35615,Beanie Hat - Large (L),Mumbai Hub,559,498,$87.94
SKU-AP-65235,Puffer Jacket - Extra Large (XL),Delhi Distribution,3842,872,$114.32
SHOE-28065,Slim Fit Jeans - US 10,Delhi Distribution,9866,974,$80.09
PANTS-47030,Polo Shirt - US 11,Regional Depot North,9548,117,$53.23
SKU-AP-15776,Running Sneakers - Extra Large (XL),Mumbai Hub,8117,838,$127.61
SHOE-62450,Athletic Shorts - One Size,Delhi Distribution,5780,618,$6.62
TSHIRT-56640,Socks - US 11,Delhi Distribution,5796,418,$49.99
SHOE-14938,Athletic Shorts - US 9,Delhi Distribution,8570,851,$20.47
SKU-AP-99675,Puffer Jacket - Extra Large (XL),Mumbai Hub,3910,847,$94.87
PANTS-48450,Sweater - Large (L),Regional Depot North,5793,305,$45.19
JCKT-67139,Sweater - Large (L),Surat Central Warehouse,1321,68,$78.97
PANTS-88732,Athletic Shorts - One Size,Mumbai Hub,4261,382,$112.44
SKU-AP-12536,Athletic Shorts - Small (S),Surat Central Warehouse,9169,257,$63.88
JCKT-62824,Sweater - US 9,Regional Depot North,7478,774,$142.25
PANTS-9327,Cotton T-Shirt - One Size,Surat Central Warehouse,1913,550,$123.14
PANTS-34792,Polo Shirt - 32x32,Surat Central Warehouse,7725,763,$132.72
SKU-AP-71884,Hoodie - Medium (M),Surat Central Warehouse,6652,503,$17.23
TSHIRT-26839,Athletic Shorts - US 10,Regional Depot North,4257,549,$130.54
JCKT-62844,Beanie Hat - US 10,Regional Depot North,6313,759,$3.68
TSHIRT-65881,Hoodie - US 10,Mumbai Hub,2395,279,$66.47
TSHIRT-23938,Socks - US 9,South Fulfillment Center,1370,969,$87.39
TSHIRT-20241,Athletic Shorts - Large (L),South Fulfillment Center,9114,443,$57.29
TSHIRT-60749,Beanie Hat - 32x32,South Fulfillment Center,4829,783,$104.88
PANTS-31323,Beanie Hat - One Size,Delhi Distribution,4452,194,$75.67
SHOE-84237,Socks - Large (L),Delhi Distribution,858,706,$31.49
TSHIRT-7331,Hoodie - US 9,Regional Depot North,285,104,$120.67
SHOE-15747,Running Sneakers - Extra Large (XL),South Fulfillment Center,9248,88,$147.59
JCKT-26284,Puffer Jacket - Extra Large (XL),South Fulfillment Center,7841,685,$82.28
TSHIRT-69854,Socks - Large (L),South Fulfillment Center,7766,592,$100.44
PANTS-64136,Socks - Medium (M),Delhi Distribution,5688,621,$143.09
PANTS-8522,Cotton T-Shirt - US 10,South Fulfillment Center,7489,434,$124.71
SHOE-40077,Puffer Jacket - 34x32,South Fulfillment Center,5096,267,$39.36
JCKT-74536,Running Sneakers - Medium (M),Surat Central Warehouse,5643,956,$45.47
TSHIRT-41362,Socks - 34x32,South Fulfillment Center,9389,476,$70.14
PANTS-98342,Running Sneakers - US 11,South Fulfillment Center,5030,716,$84.52
PANTS-23936,Cotton T-Shirt - US 11,Delhi Distribution,1956,726,$107.93
SHOE-41498,Slim Fit Jeans - Large (L),Regional Depot North,7190,999,$41.02
TSHIRT-58220,Sweater - US 10,Surat Central Warehouse,8732,123,$119.48
TSHIRT-90028,Sweater - US 11,South Fulfillment Center,8784,737,$38.73
